size,distance_to_center,age,price
1711,26.97,55,202816
1956,4.49,23,333705
3681,4.07,19,407977
2182,3.69,17,341583
786,2.51,1,328775
1769,8.01,50,199649
2336,3.06,4,402776
2394,3.33,20,348179
1248,3.4,15,274216
2358,2.49,44,368833
2145,1.45,55,342738
4142,3.58,49,426904
1096,9.13,19,279715
1208,5.69,27,229582
1309,14.77,14,189136
1216,8.38,55,243241
1036,7.15,7,288679
490,18.5,57,198193
1244,4.63,48,285726
1715,5.18,42,254112
1215,4.91,46,229997
3210,14.59,20,364918
1488,4.96,17,212759
2480,3.15,22,314059
1643,7.47,10,257976
2060,2.8,44,359867
1655,7.2,28,263496
2559,6.62,53,267756
1513,4.34,52,196244
1805,7.36,9,369472
1713,1.75,13,278332
1319,5.55,24,234305
1740,3.58,7,263611
3618,36.73,41,309614
1328,5.52,44,282040
1750,3.26,43,192240
2448,1.89,28,390057
2335,12.35,50,226553
1487,3.88,36,265935
570,2.85,59,211096
1820,6.27,48,319101
609,7.81,43,226408
2665,7.72,7,313877
1584,5.02,49,213560
2208,5.54,18,327995
1031,5.83,25,316012
795,6.27,27,196589
1643,6.67,19,306899
1460,10.66,6,233277
1216,5.15,11,305206
1531,2.8,48,305480
4478,4.48,39,451073
2066,8.4,56,265440
2252,1.42,49,309802
2074,1.42,24,430667
2675,9.42,47,360195
1371,14.35,34,332015
650,2.04,17,193533
1372,5.31,58,258460
2048,3.74,55,281094
1004,4.13,6,231857
1379,6.13,50,220914
1122,2.0,4,354529
2699,2.28,55,344767
1997,4.01,37,341278
1921,4.47,9,371617
1898,2.25,49,412862
1458,8.61,30,286318
1602,3.7,3,307170
921,3.69,47,174617
617,6.04,47,158380
1571,4.53,28,280482
1685,8.9,43,200065
2401,2.58,2,424526
2775,1.86,19,349124
2773,3.99,40,318431
993,5.17,13,159959
1285,2.08,27,294778
1793,1.87,55,264313
4075,5.63,49,379730
2675,2.91,33,386680
2316,1.79,34,297895
1267,9.74,53,171505
1039,3.18,51,270541
2029,11.08,5,280604
953,5.05,27,172512
1345,6.09,11,297008
1413,4.27,4,265711
2799,0.77,17,367971
1284,2.24,36,280231
557,4.54,47,252451
1811,6.39,54,328933
1119,1.42,25,317437
1505,4.77,25,277723
1429,2.26,9,239597
1326,5.84,11,237427
2030,4.89,6,357289
801,8.33,58,179843
1203,10.45,7,323805
1946,6.83,45,299662
1157,9.05,19,295840
777,3.88,32,230628
1934,35.74,52,260427
2319,2.11,56,382327
1453,3.42,14,248972
675,9.31,54,105019
1963,8.39,15,353268
762,6.97,48,196280
1674,7.95,0,312254
1037,1.15,32,312397
930,15.07,43,196875
1240,4.29,50,207092
1375,11.85,50,275798
1144,1.19,17,272459
1873,5.93,51,315902
1238,3.34,19,285873
2190,7.39,14,320431
1656,6.18,0,318462
1119,6.4,14,246974
1046,2.36,7,314489
765,4.76,40,173117
1662,4.37,8,238080
1284,7.01,35,345540
573,9.9,7,168089
1194,5.5,42,153127
1032,2.03,17,279461
2780,5.34,18,344989
749,30.81,38,165679
831,15.68,56,198705
2307,0.62,59,407322
2547,5.18,21,327901
1098,9.51,56,176075
1149,4.36,36,211240
1894,3.59,54,318776
583,4.11,1,170548
703,7.29,1,216024
1323,2.22,4,394009
2751,11.38,48,268027
1243,4.76,8,261735
1541,2.57,10,270450
2329,10.88,35,281906
3438,1.68,57,450176
1175,3.36,34,269068
1470,3.32,43,267629
3068,22.21,11,399128
805,3.07,54,184897
2232,1.1,3,439453
985,3.3,16,180544
1542,6.81,27,303037
1343,8.58,13,226289
1009,24.38,39,232116
999,13.26,40,206991
1653,5.65,12,241696
2204,2.65,0,369050
1405,15.44,4,254391
1522,3.83,0,342885
1860,3.12,54,233712
1003,3.7,37,263890
1989,2.06,8,365907
2054,3.58,5,333629
4194,4.21,49,396755
1273,8.26,48,276498
1232,3.77,55,242044
2013,2.04,9,428400
2054,1.61,31,438796
1195,5.74,7,261136
1259,5.21,47,226339
1838,3.36,24,354332
1063,3.57,41,261667
1256,6.5,1,246174
1534,13.11,46,228970
2204,2.87,13,380364
1162,5.27,50,224026
708,9.69,11,173744
687,2.88,47,206222
894,4.9,8,247714
875,4.82,39,186168
1391,1.98,46,333462
920,5.57,23,204979
1117,5.06,14,216956
1086,7.3,20,267249
1241,2.16,17,264859
2512,4.99,37,363071
1929,13.03,2,297104
1489,21.21,2,302496
1231,12.13,17,294474
1244,2.17,16,244056
1687,6.79,10,242476
1869,3.53,43,274040
1029,6.04,1,372013
1502,2.88,55,273268
656,1.49,45,180025
1611,3.89,24,345132
2007,8.21,51,292409
1323,6.06,37,198369
3061,6.57,34,385980
1040,5.76,18,265441
1614,6.57,39,261738
1459,7.18,8,228231
1422,4.09,31,241568
1414,5.25,6,262017
1545,16.78,26,290308
2078,5.47,36,352664
2568,5.1,9,318599
1478,5.32,13,251319
2051,4.25,48,349248
1117,3.65,15,323842
2010,5.73,5,298024
1091,3.48,19,302336
2289,4.47,56,308114
3584,2.85,41,398279
1409,5.34,34,190755
615,7.46,50,230698
1188,4.27,39,315227
2422,1.21,48,348374
1846,7.49,39,331938
1635,5.39,51,172270
2216,2.47,37,418957
1796,8.51,15,258921
2409,1.86,2,361013
2138,10.3,6,282780
2720,4.76,30,287201
1708,1.01,58,311184
2126,5.61,45,278853
1309,3.73,46,252808
1163,3.35,39,235184
2929,2.96,54,370103
1614,4.53,44,277854
2042,3.53,15,379935
1555,1.35,29,290172
1170,12.07,24,250428
1486,4.17,9,276650
2629,2.97,13,407878
1848,2.25,17,455572
746,8.5,10,215838
1358,2.0,13,296409
3019,5.44,54,426260
1358,3.29,20,243661
720,3.43,49,139508
3156,2.29,3,556350
1944,3.21,58,340298
1439,4.98,45,169258
1275,5.84,54,214020
2282,2.86,31,418790
1191,4.65,38,200574
2343,9.23,21,311388
1838,1.55,25,491137
1632,4.93,45,227418
1569,2.55,2,381142
1380,2.37,2,397017
2249,5.95,52,285477
1047,3.38,6,270121
773,2.11,43,308235
1892,12.52,11,292461
1905,9.43,21,429889
1793,1.28,17,285798
1742,1.76,29,378289
1302,7.5,49,240633
2028,4.06,52,307555
1453,14.16,13,264321
1218,7.63,20,255764
1306,6.11,50,236786
3321,2.42,5,498437
739,6.99,7,131306
1807,2.03,28,359651
756,12.35,47,187460
1417,6.66,20,297678
1244,2.78,4,353574
642,8.7,58,190483
1729,23.79,56,235289
1271,4.25,39,296396
639,7.28,40,125803
2071,3.66,56,300639
2628,5.26,38,337171
2686,1.72,47,377440
1708,4.95,27,179833
1507,5.11,13,212219
2518,17.45,49,254366
2901,1.41,41,498499
2329,4.07,17,324076
1015,12.2,37,214658
1604,4.18,48,260089
1764,4.39,16,247533
717,2.76,46,263474
1786,2.58,4,331589
3674,1.38,37,437621
1912,3.19,59,373982
2668,2.48,51,417015
1592,5.38,52,203691
1437,2.85,40,305036
1724,3.54,27,247586
1068,3.61,40,263524
1006,4.79,19,226723
2456,3.42,33,373130
2563,2.36,32,435408
995,5.26,32,164000
2180,10.46,24,277572
1429,5.42,21,306206
1695,3.23,19,221948
1779,4.54,13,234584
2203,1.18,26,415146
1530,4.49,7,253893
2602,3.74,54,260139
1675,2.58,4,327831
1900,2.93,50,436364
1060,3.72,14,338389
3510,9.92,51,385790
1786,10.64,43,185294
1968,2.59,55,352595
777,3.45,52,248472
1065,3.51,42,271999
2428,8.73,9,395635
1660,5.48,32,297949
688,5.29,20,149864
2242,7.21,53,283943
1190,3.26,52,213545
2603,12.87,18,255164
1429,4.95,40,214224
1606,2.72,20,288645
2372,4.22,40,344338
1033,11.73,36,245160
995,3.68,30,246351
1368,9.63,52,249569
2060,3.2,14,314301
869,2.9,47,237161
759,7.86,41,122570
2057,2.69,16,302150
1163,8.81,25,284442
1265,6.34,4,328695
704,2.69,35,252740
1128,4.71,53,225130
1475,3.37,7,209008
2147,6.32,7,384343
1087,18.57,28,258716
2872,3.82,16,441064
1125,7.2,16,259816
1126,5.04,38,242156
2737,5.04,24,297695
1610,4.41,50,249602
1187,2.72,25,289536
1391,6.26,36,243889
2543,4.05,23,405278
2661,2.63,15,388173
1067,10.07,28,146787
1455,5.31,43,219652
1534,4.22,57,201944
997,12.65,2,204709
1447,1.37,31,255871
1483,12.07,38,256478
2335,2.67,5,378749
2399,5.74,49,301922
1297,3.28,16,265685
1358,2.6,52,287087
1930,12.43,33,269881
1171,18.16,9,231480
1873,4.24,44,319228
1429,6.26,9,273040
1004,5.15,43,248282
1009,16.63,48,262821
2640,1.13,34,369225
1390,6.45,16,269048
2853,2.98,26,572951
1205,0.95,31,308443
1663,3.85,39,259917
3854,18.06,38,316991
969,3.13,24,172898
692,8.62,45,175958
2476,11.46,46,275271
1063,4.91,41,264668
1468,5.39,16,272398
1171,1.49,28,340555
1647,3.0,25,222024
1012,9.35,49,258578
1377,5.17,48,240507
1772,6.41,51,244746
988,5.44,13,186231
1118,22.97,44,183784
1288,3.66,52,193824
835,15.24,9,192185
1250,5.44,2,308918
1552,16.22,6,235076
1261,2.1,36,309437
1328,5.64,25,232631
1468,3.76,11,279116
1138,5.46,31,262303
1951,11.65,47,241106
2629,6.46,51,352911
1229,11.64,45,244510
1797,3.1,53,181636
1345,2.78,36,311867
1713,5.01,50,203587
2769,4.82,25,345301
1814,4.35,51,200229
728,2.53,53,237491
1775,11.46,41,247055
2423,3.84,25,335789
1354,13.44,16,195740
2204,5.0,19,414342
1123,7.8,7,303926
817,7.32,2,209819
1566,2.78,24,300081
733,6.4,2,154720
1344,19.1,52,237989
2476,5.91,38,287968
689,9.31,50,205321
887,8.05,26,238985
979,6.14,13,197329
1443,5.64,17,219550
1278,7.27,51,287462
2590,8.45,7,340082
2168,1.92,41,373542
1804,5.89,13,304601
1569,4.35,21,267336
1732,3.77,0,282289
1048,12.27,28,189517
2085,2.96,7,440919
948,1.87,51,296846
2067,8.65,5,378691
2379,1.83,15,423015
1610,1.28,0,407073
1379,9.35,59,200195
1737,5.54,38,219738
471,6.9,38,184253
1670,3.63,31,271318
1414,1.88,52,278880
1450,2.16,8,271240
1963,4.09,47,320214
1436,2.03,48,286413
938,6.14,2,261970
1398,3.58,7,261692
1520,5.64,32,187626
1549,5.52,5,274647
1579,6.49,16,320107
2243,7.03,24,341099
958,3.89,9,237504
1588,5.63,42,220805
2479,5.84,29,361498
739,0.9,38,221705
1590,7.79,28,250633
1171,5.5,24,250932
1276,7.35,29,278114
1030,2.01,53,258682
1383,3.97,23,204334
3091,2.31,38,497864
892,8.34,50,196435
927,1.85,37,254274
879,2.59,13,285449
2954,7.2,7,422299
1230,3.19,35,270691
1465,2.59,43,276703
1260,9.34,46,230172
1014,9.62,41,252928
1347,8.21,0,376131
3957,8.97,46,438207
2583,4.21,36,360847
1052,4.29,59,269390
1917,3.15,45,230784
1061,5.57,25,272128
727,3.42,40,214598
2225,3.66,36,343208
2354,7.54,20,338359
2249,11.35,32,239282
1226,6.55,12,243530
1384,17.39,5,208327
1998,3.02,43,357981
1731,1.37,23,367063
1264,8.17,45,313532
774,2.89,29,217700
1549,4.09,48,214600
2279,1.43,44,341511
916,2.64,45,191294
1911,1.73,25,351908
1690,3.65,57,220411
1998,3.76,24,373230
2098,5.27,47,292722
1121,11.8,29,280017
775,7.96,14,251963
1195,1.59,37,320833
2112,7.58,28,386706
1191,5.36,15,208272
1121,4.63,22,238788
714,4.87,9,207197
2984,5.72,59,418482
2059,3.05,38,394310
2014,4.36,10,302043
2180,11.34,45,234595
1864,3.03,36,336770
1342,2.41,43,270292
1386,4.74,35,220380
1247,2.24,3,321891
4246,1.48,12,470669
1848,3.89,46,375006
1229,13.65,45,181231
1783,4.82,45,270977
987,5.61,0,278341
2702,1.12,48,350521
1136,6.73,26,269875
1808,5.29,41,341885
2267,3.11,16,355618
1726,5.62,46,243121
1537,5.58,58,214204
1486,2.36,15,335173
1447,6.25,47,225770
1175,11.45,36,241088
1236,4.22,16,266681
2675,2.7,17,422527
1417,4.37,43,313261
1081,9.01,17,231964
1204,2.1,2,341997
2298,7.43,52,263592
1939,3.08,35,396294
1852,5.87,45,321666
1335,3.34,36,248612
1861,3.33,30,341984
1144,14.38,46,223905
1334,1.85,1,312190
2181,6.96,18,385142
2100,16.64,37,299500
999,8.0,56,209798
1051,1.95,23,284159
1546,2.02,58,262103
2952,2.93,45,455685
687,5.53,29,230398
1654,5.8,25,279064
853,2.03,7,220447
1148,2.69,36,335374
1279,2.81,3,303059
1251,4.36,25,234858
1195,19.87,14,245993
1484,2.58,57,245484
1194,2.5,21,273385
824,2.24,29,308980
2022,7.73,22,391918
2000,4.81,8,427009
2074,2.64,21,407121
799,3.84,46,204501
1668,2.85,37,304111
1939,6.09,26,326683
979,32.43,49,193132
1485,7.28,0,341755
1413,4.64,49,269892
3092,3.11,3,428087
3196,1.93,52,474881
760,8.28,56,150734
4014,7.97,49,397669
1026,3.57,1,352176
2191,11.58,31,229415
2182,5.03,49,402410
993,8.52,32,220882
1803,6.09,21,322287
1417,4.38,28,262592
1847,2.54,4,393971
1623,4.47,29,239217
2388,8.93,1,372785
1525,3.47,38,247501
1384,6.74,23,224547
2294,2.32,11,381586
1867,8.55,1,320044
1983,6.17,55,271671
1134,2.14,33,261281
974,4.23,38,263510
1179,9.51,46,255413
1154,2.05,37,332642
2027,2.34,24,390427
2187,4.72,37,359238
1391,22.05,15,284682
2623,3.09,33,355497
2559,7.01,12,402332
1631,5.94,55,238586
1065,3.28,30,282758
2779,5.54,14,366752
1444,3.62,38,224582
1556,3.86,5,261624
1292,1.55,26,240025
1036,4.87,51,235064
822,9.29,46,169393
1906,5.16,42,307119
1082,10.63,28,224514
5033,7.44,26,449455
958,4.75,0,196338
895,3.19,36,270679
1815,3.52,34,361564
2729,1.77,0,389487
1519,4.11,8,284594
1861,5.49,0,407804
708,16.46,15,194026
1128,7.17,0,251779
963,2.7,25,335016
693,1.81,28,274300
1551,4.29,26,212591
603,8.74,11,207946
872,4.24,31,191627
1194,7.24,48,240244
1061,4.36,17,214638
1734,8.18,18,262064
1672,1.62,32,278412
2116,15.22,14,261717
2000,2.27,20,404722
2336,8.63,27,321887
1479,4.09,23,248963
1671,4.57,49,271168
1816,4.18,50,286233
1566,5.92,24,235360
1262,6.82,26,212325
1295,10.39,57,188731
1067,13.27,30,244906
1752,6.25,59,264299
1425,16.44,45,189365
1135,5.29,15,283172
1135,10.53,13,243998
912,6.69,9,147461
2189,3.37,48,326633
1527,5.62,18,305385
1048,7.04,40,168098
2045,4.84,32,416197
1183,6.61,49,216800
843,9.08,45,117333
2227,4.87,3,375260
1194,0.63,20,341581
1256,16.04,31,229343
1504,4.02,48,251840
2337,2.78,42,450549
1492,2.25,32,317814
916,3.91,48,293334
1840,3.34,26,388055
1219,2.96,3,341958
3150,3.07,52,421078
1479,7.18,31,247861
605,20.52,48,169483
1707,8.8,23,281339
3222,10.87,35,349642
2780,3.8,19,287561
3079,5.33,24,480208
984,6.68,8,236992
2132,3.12,44,266150
1108,3.68,16,266497
1619,9.01,18,299028
889,10.62,21,215101
1143,5.19,25,233629
1129,2.15,34,347320
2120,4.03,40,320573
2039,1.81,40,384769
1653,5.22,25,225059
862,5.92,28,38233
1306,4.1,8,230461
1098,5.87,31,280389
2096,6.63,52,312193
2371,5.93,27,364707
2258,2.14,56,412033
1094,4.15,9,247440
494,6.6,44,163699
730,14.96,42,76899
2614,4.09,40,261188
1260,7.28,39,209082
1096,9.16,1,311152
2855,4.32,44,397819
2455,11.07,29,254699
1494,11.49,31,215347
1316,13.02,3,240398
1404,6.83,11,295091
1621,25.84,54,223547
2807,3.22,18,467670
1752,21.91,23,156651
1979,8.48,11,360243
2363,12.66,37,256615
927,3.96,44,169304
2002,8.95,55,371407
1315,13.45,33,225185
541,2.31,16,268692
631,4.42,4,191318
985,1.11,15,251372
1830,4.37,37,279532
1549,2.8,58,287822
1593,4.25,4,304645
3230,38.34,23,407042
891,16.49,40,128920
1464,1.81,34,289899
1671,7.31,39,235523
1102,8.66,27,250347
1497,3.91,16,223371
780,5.61,28,118025
2601,6.01,22,300376
1127,1.93,42,288139
3336,2.41,10,474372
1461,5.59,29,280980
2233,5.31,57,352003
1449,3.02,31,242917
1462,2.84,14,249741
1171,4.65,56,255322
1552,9.21,14,259627
1681,4.69,45,230179
1081,15.42,6,286376
1408,3.04,51,257120
1159,5.67,10,264670
3714,3.87,23,436227
1428,7.48,57,272288
2746,2.87,34,363796
1368,19.09,15,206551
1642,1.52,0,331102
872,16.46,0,165238
1237,5.28,16,258274
1610,7.29,31,263684
2791,12.61,29,272385
1617,9.03,55,226266
2574,2.97,45,432814
1912,7.54,55,355745
2838,18.31,30,361308
1445,2.66,26,313535
3851,21.82,33,417301
1219,6.49,22,237786
1089,3.66,12,223307
912,2.65,50,238622
3760,4.24,40,425728
2054,1.26,19,408563
1295,3.7,26,291455
2439,4.12,13,312162
1949,2.33,33,336478
3250,8.36,21,407786
797,4.25,52,202109
1331,3.17,31,224967
1230,3.94,24,186514
672,6.35,44,185482
2262,5.21,54,298450
1328,3.03,49,174370
1989,5.41,29,342829
3804,4.78,21,415321
1285,2.23,39,373687
1250,4.05,49,243376
1552,7.43,58,262271
2197,7.39,27,339345
1180,4.22,40,217293
1150,7.95,17,241470
2259,2.49,5,431076
1722,2.55,15,338415
653,4.15,0,173432
906,14.13,30,132552
2698,5.55,22,294663
1738,4.08,40,280283
1091,14.6,36,174207
1382,4.05,10,289886
1488,23.67,40,235137
1986,3.46,11,345578
859,2.44,0,262026
1057,4.41,58,285167
1651,4.16,1,294311
1422,2.81,20,255120
1860,30.61,38,228969
905,6.19,22,137499
1707,6.85,22,305612
2290,3.58,43,374121
1798,3.31,36,301278
1565,10.15,31,234560
1424,1.53,53,235797
1060,2.23,6,269947
1438,4.17,28,222422
2450,12.75,14,273263
1411,3.81,2,342722
1036,6.63,58,292573
1215,5.05,44,221443
1604,12.27,12,155010
1274,1.63,24,265654
1797,8.29,13,305166
1824,4.31,41,328801
2112,9.46,21,326485
2616,2.79,55,353836
2204,5.04,12,311467
1018,4.61,20,214256
1031,2.46,55,368738
1436,2.02,53,355302
1235,3.3,17,228769
938,5.42,28,133352
1240,2.92,53,296422
1224,3.93,40,234396
1131,1.32,38,333869
1304,3.82,39,292475
2371,10.14,55,210539
1603,8.11,31,308648
3978,4.66,10,416579
1584,5.87,28,283100
1318,2.77,43,280064
1482,15.44,29,275054
1640,21.06,18,150232
1761,5.56,39,288056
3397,30.37,27,333387
1055,3.08,57,242791
2087,2.06,21,437298
1608,3.01,43,209480
789,4.25,33,163519
2014,24.99,4,290864
2457,4.07,28,323467
1050,2.71,1,300093
1475,2.64,47,294038
742,11.0,44,166010
894,9.96,3,247593
2251,3.53,29,308856
1228,1.33,57,254127
950,2.25,17,245493
1622,16.52,54,210688
1201,8.02,9,251418
1226,5.19,0,263125
1989,18.32,31,287541
930,19.51,14,144185
1030,4.83,52,235357
1574,4.89,40,228357
2181,3.3,41,318728
2429,4.06,40,365040
1134,1.75,40,240048
2153,1.74,44,279129
1081,1.48,40,267420
3073,10.58,50,301250
940,1.66,33,135525
2518,19.39,21,341361
1138,2.97,28,331268
3311,16.71,26,390351
1875,3.84,19,329152
985,1.65,24,265991
1201,12.17,23,223939
2023,13.21,6,305944
2255,2.63,49,377184
1439,3.93,45,238612
1506,2.63,20,311479
2004,4.55,56,375687
1560,5.34,56,246358
882,3.87,51,140874
1069,1.39,1,352775
1626,3.3,22,278583
2407,8.1,27,334501
2825,4.28,43,408020
2021,3.94,38,299483
1660,2.58,40,293688
1997,3.23,46,273849
1133,13.28,56,210470
1392,2.23,33,284565
1064,8.2,54,277350
898,5.12,48,238897
1691,5.88,20,216515
1594,2.97,48,289824
1948,3.87,7,328206
1841,4.93,9,357648
1631,3.44,59,243657
1849,6.25,25,325279
1455,6.82,27,263562
1746,22.67,57,211843
1107,6.02,21,320387
1716,1.3,14,279841
1934,11.18,4,314784
1132,4.29,31,279366
1511,20.25,11,256662
1153,13.87,3,258680
1199,3.48,48,291994
943,8.21,19,120622
2456,3.27,34,298430
2267,4.96,6,365215
1835,7.95,30,306555
3258,10.8,37,329336
1372,9.27,26,242246
4977,5.22,20,400145
1351,28.17,18,264209
1639,3.84,6,294367
1262,1.61,6,313355
1718,1.84,29,350075
2067,13.9,8,222315
1414,4.69,13,262883
3012,5.54,9,481222
1628,3.39,48,277120
1649,3.61,26,314579
1029,2.85,33,287578
1750,6.89,34,294853
1403,4.63,23,243782
1160,6.72,17,282615
1085,6.28,22,309813
4310,3.68,32,399825
1332,1.78,21,239480
826,1.68,8,320207
1119,41.21,54,238548
1450,13.94,43,215930
1842,12.66,3,298843
1848,3.09,54,240344
1940,4.99,10,347931
1143,2.8,5,289838
1696,1.98,10,311994
1042,3.28,55,241151
1155,12.53,13,111645
1025,8.92,47,258618
920,2.51,38,257180
2265,3.97,31,352284
1949,8.37,21,333030
2187,3.32,5,341859
1503,5.24,42,246566
2019,6.56,23,350421
731,6.51,32,218072
2090,5.92,3,380744
1588,3.13,46,310289
1902,3.37,41,292411
1723,2.24,31,295751
997,1.66,29,314332
813,4.57,20,194125
1113,8.77,20,295402
1855,1.88,4,425149
1950,6.0,41,311343
856,8.58,2,267477
999,1.37,0,299700
1108,4.1,1,231707
1283,15.68,12,246592
858,7.29,34,162187
838,1.34,40,278303
1065,7.85,25,326636
1532,2.93,24,381210
923,8.04,34,213585
1413,3.06,35,242460
2260,4.77,50,332226
879,3.4,49,144290
1362,4.96,49,329128
2230,3.33,50,365385
1252,4.24,52,251572
1176,2.18,33,347887
2357,6.98,35,321314
1309,5.6,43,197897
2302,1.6,11,305896
1757,9.92,21,263156
1290,4.38,54,232090
1793,5.55,31,279732
1682,8.46,3,290496
2226,6.23,24,358007
1188,11.2,9,270821
1504,4.03,21,204513
1444,10.22,32,273018
1961,5.4,30,324549
982,7.07,29,219667
2223,6.57,1,408844
1783,11.8,26,279105
874,8.21,1,234907
2400,3.63,24,346782
3617,3.16,38,463892
2209,4.78,7,282955
2619,2.91,55,333839
1531,2.37,37,299388
761,1.12,13,199353
707,1.67,23,239674
1639,19.88,5,227598
1168,3.13,1,293310
1026,18.77,54,217838
1443,6.57,40,280635
1893,4.78,46,341774
827,1.73,37,247300
1237,4.97,54,227336
2707,18.63,53,253192
962,14.74,3,208865
2096,6.0,11,435712
1219,2.22,23,254613
1841,2.53,20,354801
2296,2.73,31,349228
1991,12.12,15,285232
2129,15.52,47,263727
933,5.68,0,208223
2311,4.01,47,354052
1052,14.64,23,254046
1642,2.5,0,375647
1641,5.14,50,285731
1797,6.85,26,179020
1693,2.71,43,316053
1056,3.17,52,190977
862,3.01,2,239477
2098,13.35,15,272229
1594,18.92,7,238851
2344,5.37,5,294224
1454,4.11,56,279158
843,3.25,48,130961
2178,4.96,21,368520
1276,3.37,41,185588
1697,4.63,55,239321
1142,6.61,13,328566
2857,3.73,0,549741
1042,4.34,49,178488
1293,4.35,43,213227
1545,3.97,9,240138
956,3.64,29,285692
1689,8.44,9,257403
2820,1.43,36,520837
1216,14.91,38,251388
1733,5.45,16,214429
492,7.59,46,109327
1457,8.23,28,236702
1306,3.02,42,328041
1066,2.61,38,319789
2281,2.4,27,430066
1299,4.17,17,206106
1378,8.08,12,247641
1272,3.29,44,269596
687,7.58,38,158535
941,0.94,16,247569
2174,3.78,58,286568
636,11.21,48,191404
1089,4.39,7,275143
1261,2.77,9,335968
2973,3.13,32,463100
2013,0.59,6,381348
1184,2.44,57,328122
2494,10.38,38,252585
1100,3.29,3,313777
2216,3.58,26,265103
859,0.97,13,221638
2274,1.58,29,478000
1258,11.39,14,263217
981,7.63,49,203231
1357,2.0,43,258691
1653,3.19,54,198420
1214,4.85,11,249954
1847,2.14,23,387449
1172,1.22,48,362749
1897,4.43,22,378719
1766,7.4,22,264139
1444,7.5,59,242497
1240,9.14,46,268809
1572,1.67,51,239885
1844,5.16,24,266988
3376,4.1,35,458248
2155,4.66,27,342736
2187,4.27,27,290139
5091,3.12,7,350394
1819,0.6,50,403966
1796,11.17,23,220180
1961,6.24,34,355209
988,1.75,51,219977
1239,6.9,46,238698
1208,3.62,11,237494
1918,3.69,37,337092
1380,2.89,29,331928
1564,7.21,15,249522
2286,2.83,2,407352
2090,2.3,37,413086
1387,10.94,46,245618
1132,4.37,56,196775
2331,4.47,21,338901
2017,8.04,23,320097
778,3.1,9,200521
1306,3.57,59,294490
1581,6.13,50,253640
2021,1.68,57,452241
2130,5.78,29,348344
1658,2.92,12,303674
1870,9.01,34,339252
1518,7.26,22,265419
1130,6.62,20,272268
1333,1.61,4,302305
1491,4.61,4,281139
1459,2.17,22,282472
696,4.83,55,219125
1262,0.98,43,216824
1513,1.68,45,295962
1322,11.39,14,182309
1341,6.41,44,256425
1799,3.87,24,244841
961,2.62,3,210961
771,2.32,23,285804
1287,5.7,7,164377
2009,3.89,51,318806
2907,14.62,50,371265
2024,4.35,17,392315
822,5.16,36,138814
1348,1.87,21,290391
1640,3.85,9,301178
1589,5.61,38,303747
1836,3.82,45,368668
1025,3.53,46,337340
1519,6.23,8,240669
1751,14.3,30,254150
2059,5.48,1,356857
1072,11.03,5,164945
1289,7.65,4,286579
501,10.58,3,134214
1154,3.23,20,240208
1200,4.29,21,204209
984,4.3,41,196676
1581,7.26,19,230416
1447,8.63,8,192162
599,5.41,56,212895
1613,9.15,52,217057
1021,3.34,7,243580
1797,9.21,21,222845
886,10.09,10,223664
1498,7.96,57,250279
1321,5.44,21,236702
1671,8.16,5,187266
1556,2.65,43,385404
1336,5.69,42,315215
800,6.11,14,254837
819,1.95,19,223279
1171,6.9,24,240964
1475,2.07,16,325225
1160,3.67,17,226033
1900,5.09,48,282402
1323,2.97,45,345425
1006,5.25,41,237904
1324,5.19,41,197444
1620,2.79,31,346201
1685,7.37,21,238191
3138,2.9,43,384784
1132,24.57,6,196877
1437,4.59,8,240373
1755,2.18,7,318358
1466,2.49,43,296526
1211,11.06,35,286655
796,3.72,27,190992
1206,1.91,28,292305
963,9.0,49,227311
742,3.7,7,237190
1076,7.83,22,251888
973,9.53,45,191097
1869,6.0,39,321937
1882,26.5,26,230837
1031,1.48,13,393494
1333,2.79,56,269408
703,4.14,24,211209
1214,24.11,52,162416
1736,17.44,46,247985
2058,12.21,51,209177
1112,2.84,1,403762
2254,3.08,28,408301
807,2.77,15,271494
898,2.86,16,254365
1966,14.08,16,267878
2888,4.18,23,428193
1803,4.58,24,355550
1456,8.52,38,263410
615,1.55,18,287304
659,5.14,16,165104
1558,2.3,21,368067
1282,4.03,41,223938
951,3.29,0,201656
1519,3.17,44,253779
1550,5.8,20,276208
2159,5.78,34,274006
1563,4.25,45,221717
2419,6.42,30,257462
1485,2.7,38,284323
1413,7.98,55,215959
2265,4.29,1,381303
1000,3.53,20,230063
4563,2.84,55,439060
1720,4.18,50,289547
1723,18.35,37,318439
1826,4.74,13,305005
3136,2.22,19,518731
2032,9.42,51,334736
778,3.56,41,113926
2595,6.04,17,309935
1291,3.24,7,144942
1545,12.14,46,232295
887,3.28,34,159081
1827,13.18,57,260089
1140,2.38,24,407696
1540,4.03,20,320539
1321,13.2,17,210853
3197,5.57,28,391666
3271,24.29,19,414133
1508,4.1,4,251817
1518,5.93,18,297662
1274,18.8,13,343962
2304,1.72,48,395665
1297,1.57,14,354992
1250,2.84,27,350585
2189,8.75,40,298830
1193,1.6,8,321027
1458,7.52,31,223655
786,7.16,50,229017
1961,20.29,35,233765
3217,10.3,28,391637
1975,6.39,50,363005
2656,12.82,56,236317
1055,7.22,49,212602
1627,3.59,24,253551
1015,2.22,36,276087
1351,3.32,31,265943
2016,4.82,18,305155
1541,5.6,26,227906
841,1.11,49,250782
874,4.25,18,223467
851,5.05,53,168846
1801,7.27,59,257435
