mileage,age,engine,horsepower,num_previous_owners,price
81389,0,2.4,177,1,21098
51231,7,1.5,177,0,14973
13038,4,2.4,112,2,15791
12443,1,1.6,190,1,28579
48599,5,2.3,161,1,17491
41995,8,2.3,130,2,10983
45597,5,2.0,160,3,12940
48069,6,2.6,165,1,18499
57405,3,1.0,198,1,14831
95163,1,1.3,102,2,10966
22521,6,1.8,209,0,19269
21582,12,1.0,151,3,6198
22803,8,1.7,127,0,14739
60008,1,1.7,125,1,22036
117179,1,2.9,104,0,17230
36245,2,2.1,71,2,12261
8508,1,2.7,180,1,31121
14871,4,2.2,239,1,21731
27361,5,1.6,77,1,15013
33176,1,2.1,107,1,18547
36832,7,2.5,183,2,15739
50362,6,2.8,147,2,17839
39410,3,1.9,187,3,18983
102184,4,1.0,145,1,14109
30539,1,1.0,123,0,17458
26805,3,1.8,139,1,19677
68542,4,1.0,60,1,15542
16731,4,3.3,98,0,27354
64394,5,2.4,192,2,15722
52669,5,1.6,203,1,15591
44213,3,1.2,213,0,16022
149013,5,2.7,169,3,11244
31712,8,1.2,60,2,10107
207359,4,1.3,121,0,10112
41864,5,1.5,209,0,15044
20052,4,2.1,223,2,20828
51479,3,2.4,211,0,20894
23077,6,2.8,139,0,20965
28962,3,2.7,91,3,22395
64726,5,2.0,148,1,9774
72323,4,2.7,150,1,26080
31713,3,1.5,220,2,20730
97849,3,1.0,160,3,6471
110222,3,1.5,150,0,9741
133975,1,1.4,153,1,12169
71010,5,1.6,167,1,14750
127312,5,1.3,178,2,6997
13140,7,1.7,117,2,13740
39240,3,2.4,102,1,15459
26718,13,3.2,211,0,19696
53287,3,1.0,76,2,13919
32859,2,1.1,223,1,25322
43638,2,1.4,64,1,15847
183051,1,2.5,123,0,13662
43529,11,1.9,193,2,7635
65490,10,1.5,150,0,9954
41664,6,2.5,90,0,17881
51688,2,2.7,169,1,22476
49227,13,2.0,153,3,7927
67092,3,1.4,140,4,14750
110825,3,2.2,121,0,11229
155309,10,1.8,148,3,1500
60884,6,1.8,123,1,15399
74063,16,1.6,259,0,15152
21903,5,2.6,139,1,17694
46096,3,2.2,133,0,17260
94674,3,2.7,125,2,13853
89875,1,2.9,229,0,18937
56847,3,2.3,76,0,17285
91169,8,1.6,166,2,15066
69115,6,2.7,139,4,9179
113574,4,2.3,85,2,14607
60027,2,3.8,113,1,23751
38216,5,2.2,164,2,10824
62012,8,2.5,111,2,18131
6301,5,2.2,161,0,20833
64088,4,1.9,227,3,17368
3812,2,1.8,157,3,18941
14670,7,2.2,84,2,14585
67254,0,2.4,111,0,23774
68478,5,2.8,137,0,17757
21726,20,2.2,134,3,8414
29778,1,1.7,156,3,19517
127947,3,1.8,164,2,9981
34932,4,1.1,227,3,20926
235636,3,3.2,149,3,8734
48954,8,1.6,98,2,11546
65226,5,2.7,201,1,20948
152026,4,2.2,206,0,10678
53729,7,2.2,160,2,11814
24303,4,1.9,138,2,20648
45396,30,1.4,178,2,11934
47813,4,1.3,140,0,12721
18857,5,3.2,60,1,20755
40983,1,2.1,175,0,25397
29157,3,2.8,190,2,20170
93624,8,3.0,214,1,16740
50222,2,1.7,117,4,13567
40216,1,2.3,160,3,26052
45509,4,2.0,161,3,22461
57307,10,1.2,153,0,6287
75491,4,1.9,155,2,14501
24347,3,2.4,151,1,21462
23644,1,1.7,159,2,22629
106220,5,1.8,183,0,16099
36730,6,1.9,204,1,14472
18182,1,3.5,115,1,29758
66880,8,1.0,142,1,11430
67802,7,2.4,130,0,16457
16789,8,1.8,124,2,15627
57563,6,1.6,77,1,18061
82035,6,1.8,151,1,13148
63708,6,2.5,171,1,19345
76296,7,2.5,143,1,19634
18343,1,2.1,149,1,24718
61804,1,2.8,168,0,24153
39662,2,2.9,213,0,30202
34963,4,2.6,131,0,26926
90164,5,1.6,97,2,8469
138066,5,2.3,145,2,12099
172139,8,2.3,234,1,14648
123052,8,1.4,97,4,8002
45396,2,1.0,179,4,14101
62749,5,1.0,202,0,14840
83849,2,2.0,60,0,9006
53360,4,2.2,168,0,21976
53719,5,1.2,177,0,17417
87258,0,2.7,137,2,24234
47028,19,2.1,120,1,11352
29422,6,2.9,123,2,18070
36675,3,2.3,135,2,15055
76399,14,1.3,136,2,7379
49123,3,2.3,127,1,17230
62202,4,2.5,134,2,22832
78358,3,1.6,203,3,17680
37707,12,1.0,95,1,8147
83230,4,2.1,71,2,15437
63907,4,1.3,204,3,18562
20653,9,2.8,141,2,18551
134539,6,1.7,132,0,13742
34526,4,3.2,144,2,26245
15389,8,1.0,159,1,16001
23587,20,2.1,126,2,9582
23987,5,3.0,172,2,22438
50844,4,1.4,106,3,16353
40469,4,1.9,136,0,14074
38724,9,1.7,60,2,9510
75643,3,1.5,202,1,22937
62187,3,2.2,142,2,16759
61159,1,1.1,180,2,23500
65308,2,1.9,171,1,24774
75455,3,2.4,174,0,18744
11208,4,1.8,149,1,19388
37982,12,1.3,167,0,8107
10655,6,2.7,106,1,19632
50273,2,2.5,97,0,25750
48862,2,1.3,145,3,13261
101912,10,1.1,119,1,5926
112571,8,1.3,214,2,13889
56496,4,2.4,166,2,20528
34535,3,2.2,117,0,19601
68844,8,2.6,137,1,18704
33875,2,1.8,155,0,24272
48973,5,1.4,146,0,12766
97762,17,2.6,162,2,12230
33175,5,1.6,153,1,15193
86161,2,2.1,87,0,9505
78761,5,1.0,60,3,8625
25125,3,1.6,133,1,18599
96928,1,2.7,175,2,16891
79937,6,1.5,133,0,13339
52646,8,2.6,205,2,21214
28749,3,1.0,147,0,19252
26864,3,1.6,211,1,20565
33645,2,1.9,201,1,20244
71669,4,3.2,197,0,22283
25111,3,1.2,95,1,16485
66586,2,2.5,150,1,26944
20553,13,2.7,205,1,19596
42495,5,1.5,162,1,14362
52931,6,1.7,174,1,21197
271465,7,2.1,87,2,2704
18692,7,1.0,236,0,16040
137366,3,1.7,114,0,6515
54441,5,2.9,60,0,14109
65370,3,2.4,134,1,19854
53254,5,1.9,60,2,10656
66923,5,2.1,101,0,12449
44020,3,2.4,265,0,20831
135650,2,2.5,132,0,11744
35613,4,1.6,85,1,15325
108289,3,3.1,151,0,17568
31224,1,2.9,109,0,29778
46996,6,2.5,188,1,25302
23147,7,1.4,109,2,12487
67407,20,1.3,162,1,7629
134805,3,1.8,98,1,7770
46436,3,2.0,266,1,24870
42709,2,1.0,172,0,17544
22466,5,2.3,143,3,14819
41751,5,2.9,136,2,22406
16075,2,2.4,125,2,20292
25873,4,1.5,115,0,24144
57454,1,1.4,114,1,16602
123415,7,2.2,225,0,15368
350265,2,1.9,125,2,4534
32512,4,2.3,60,0,14339
133881,1,2.4,97,3,12914
58141,3,2.8,191,1,28557
44096,3,1.2,138,3,21146
66357,4,2.2,143,2,18818
51192,5,1.7,202,2,10809
52959,10,1.9,115,2,9142
36833,6,2.6,178,1,22194
18422,7,2.7,119,0,20482
16638,10,3.0,175,1,18287
77440,6,2.3,132,1,13751
40388,4,1.9,139,3,17335
32297,8,1.8,186,1,19123
49313,8,1.0,183,1,17962
85515,6,2.9,142,4,9083
55617,1,1.8,128,1,20561
30969,2,2.4,221,0,17658
115659,3,2.5,176,4,16875
148068,7,1.1,132,0,11636
69299,4,1.4,120,1,11597
96912,8,3.1,196,3,15718
116934,9,2.2,155,5,7941
108127,9,1.6,142,1,9870
75347,9,1.9,155,1,18240
74521,2,2.8,165,1,26483
70527,5,2.7,147,0,20083
22739,3,1.0,204,4,14015
80057,1,3.1,206,2,21596
18975,3,2.7,173,2,25299
28107,9,1.9,211,1,16187
122087,5,1.2,150,2,8485
88269,15,2.7,181,2,11825
138854,4,2.3,195,3,12016
40531,19,1.0,195,0,7954
21882,4,1.8,191,1,20645
41427,4,4.2,178,0,28253
52650,2,2.0,238,3,22753
51807,8,1.5,125,3,13241
108399,3,1.3,143,1,9795
38067,3,3.2,140,0,22946
62719,9,2.6,133,1,21683
24537,8,3.0,60,3,16384
67186,8,2.2,211,0,20527
49127,3,2.9,103,0,18701
29002,4,1.4,157,0,15694
41561,4,2.1,86,1,18266
43091,7,2.2,177,1,17543
40574,11,3.0,114,3,17920
169386,5,2.2,98,1,1500
45756,14,1.6,158,1,10657
41327,7,2.0,118,4,10845
11291,3,1.0,124,2,18314
26214,7,1.0,157,0,18043
40775,12,2.6,185,0,17740
30330,14,1.7,113,0,5379
128951,9,1.8,105,1,14484
43675,4,2.6,151,1,27294
120802,3,3.0,174,1,16377
51184,6,2.4,215,1,13405
50315,12,3.3,101,4,9150
46066,5,2.4,135,1,16221
49151,5,2.2,202,0,19551
163269,4,2.2,238,0,9213
9665,3,1.1,105,1,16727
12075,4,2.7,116,0,27725
33516,4,1.0,167,3,20264
49521,12,1.6,124,0,10796
79465,3,2.0,115,1,21321
68265,4,1.4,161,1,18968
37459,2,1.7,219,0,23977
100040,6,3.3,91,2,13092
100824,10,2.8,217,0,14209
55761,11,1.5,124,0,6665
96168,5,1.7,165,0,14255
59328,6,1.1,221,2,10999
33089,4,2.5,164,0,25722
79895,6,1.8,136,3,12482
52967,5,1.0,182,1,15384
49066,4,2.1,142,2,15378
137457,4,2.3,173,0,15430
8816,5,2.7,140,1,22619
18171,3,1.9,188,1,25025
21355,3,1.7,87,1,20344
38014,12,3.4,104,2,8744
41018,22,2.0,86,0,4827
17066,2,2.5,147,1,23471
24597,2,1.6,81,1,14765
26833,2,2.5,118,0,26457
273811,4,1.0,100,1,10850
173029,7,1.7,216,0,6488
36745,6,1.2,105,1,16425
38005,4,1.6,92,3,19461
21928,6,2.9,161,2,14255
12891,2,1.6,225,1,21674
45169,3,2.5,144,1,19171
24379,4,3.1,148,2,21723
46193,1,2.0,208,0,24283
15992,2,2.7,189,1,27208
28756,2,2.4,169,0,15003
54395,7,2.1,123,2,9621
63344,5,2.5,170,3,19250
65659,6,3.3,88,3,17695
19451,1,1.6,121,0,19080
89168,1,1.3,214,0,15717
27996,6,1.3,208,4,14296
76343,0,2.7,169,2,22509
48657,9,2.8,63,1,16853
18704,1,1.6,95,0,20051
39287,7,1.0,119,0,14648
63307,2,1.5,142,1,14217
75287,8,2.4,93,0,13028
44413,30,2.0,138,2,10990
143235,1,2.1,229,0,17895
99236,6,1.6,168,4,7879
40959,1,2.7,159,1,25023
82874,5,2.2,104,1,10037
189786,3,2.4,76,0,1500
193365,4,2.1,94,1,9069
20752,2,2.4,74,1,17012
25627,7,2.3,153,1,14545
138613,1,1.4,167,3,13510
23369,9,2.3,106,2,10003
19423,3,2.6,156,0,21919
34879,1,2.8,216,2,25666
65785,11,2.3,238,0,13449
45630,4,1.3,184,5,14753
31088,14,1.4,142,2,6382
30578,9,1.7,183,2,12174
29773,2,2.1,210,2,17343
26485,4,1.9,60,1,15579
242108,4,1.2,216,5,6062
60370,11,1.2,125,1,10495
91192,5,1.0,125,2,8409
34809,4,1.0,134,1,15688
43037,3,1.9,164,1,22657
29747,4,3.6,99,1,23085
7660,9,3.3,137,1,18216
18683,4,1.3,173,1,12585
13801,3,2.1,159,5,15454
10149,3,1.0,167,1,21997
21231,3,1.1,135,2,17778
123929,1,1.2,181,1,8779
47519,2,1.8,197,2,21056
120981,11,1.9,194,1,9871
65361,3,2.2,169,2,22057
84777,6,2.5,192,1,19635
26091,1,1.8,189,2,25549
70739,6,2.0,270,0,20320
81642,4,1.2,204,1,16757
32739,3,1.1,146,1,16536
72524,4,1.0,108,2,16790
72862,3,2.5,138,1,19808
33366,1,1.8,135,0,21703
22338,7,1.0,173,3,14039
21399,5,2.0,118,2,16560
52080,3,1.1,203,1,17895
61630,2,3.2,87,2,22526
28148,1,1.6,76,1,19787
49941,5,2.5,143,3,20257
73084,11,2.8,112,1,11356
75563,5,1.3,93,2,12104
145265,1,2.1,121,3,11391
119836,5,2.4,115,1,7987
24321,4,2.1,150,3,17616
159294,7,2.3,122,2,7964
33803,6,1.1,125,0,10201
101865,0,2.4,149,0,10259
51410,6,1.7,195,1,17846
36735,2,2.2,216,0,17285
13830,1,2.6,156,3,31588
43473,4,2.5,160,3,26145
16455,5,2.2,141,3,18825
96481,1,2.4,171,1,14601
141740,6,2.5,167,0,20671
28061,7,3.0,209,0,24633
60559,4,2.0,65,1,15618
29502,2,2.1,139,3,21267
31573,2,2.7,165,0,21670
84300,8,1.7,148,1,11447
47716,1,1.1,107,0,14726
165670,8,2.3,91,1,5594
34976,4,1.9,186,1,19843
98669,4,1.2,115,1,11819
52480,1,2.4,71,1,19715
85566,4,3.0,188,0,19691
35846,6,1.0,170,0,14204
47349,2,2.7,144,3,25028
45213,6,1.0,108,1,9585
27303,4,1.7,144,2,19976
77921,3,3.3,204,0,25658
77278,7,1.8,77,1,14245
74271,1,2.1,79,1,20293
143756,5,2.5,121,0,13336
135204,11,1.0,148,2,4552
37704,10,2.1,127,1,11107
63648,5,2.0,178,2,12838
31681,3,3.3,198,3,20093
49828,3,1.1,162,0,18073
32214,3,1.7,175,3,20636
152367,6,1.4,162,0,7872
63233,2,1.3,150,4,17008
42082,7,2.8,91,2,17158
113044,16,2.0,103,1,4931
10727,4,1.6,89,0,20164
11969,2,1.6,143,2,17182
85569,2,1.6,160,3,13093
51140,7,1.7,84,2,11886
58414,4,1.1,153,2,15423
19370,7,1.8,110,2,15530
48229,3,1.7,101,1,14592
199278,7,1.5,121,2,1751
87285,4,2.1,99,3,14908
55204,2,2.2,177,0,18226
36050,3,1.6,142,0,17569
37190,2,1.9,186,3,19317
11043,14,3.5,130,2,12572
58708,4,3.5,131,0,25695
88595,6,1.3,234,2,7877
16269,3,1.4,76,2,16283
30853,2,1.3,207,1,17338
21802,3,2.7,224,1,26110
24940,8,1.7,184,3,13776
50890,3,2.2,135,2,17490
11394,2,3.4,214,1,30973
75356,4,2.0,135,4,13831
83091,6,2.5,118,1,13300
41119,12,2.4,132,1,9170
8634,5,1.6,124,1,20905
24404,6,2.7,107,2,16485
116195,6,1.4,199,1,14555
7012,2,2.9,115,2,23007
38435,2,1.6,148,2,20914
21461,2,1.7,85,1,18568
86094,2,1.2,151,3,13916
30559,7,1.4,97,2,6820
65040,5,1.7,96,1,9919
72825,4,1.0,145,0,20025
177257,0,1.8,197,1,13054
42528,15,1.6,169,1,17123
63782,2,2.6,172,0,20445
17334,15,2.3,144,0,14034
112790,1,1.5,134,3,9460
28785,2,1.7,185,1,18698
33106,1,1.8,124,1,20464
48263,5,3.0,187,1,21565
16415,2,1.4,205,2,18489
57534,2,1.5,112,1,18444
96493,1,1.2,118,3,11620
60177,7,1.0,125,1,15569
16119,6,2.2,83,0,17721
44951,13,2.1,128,2,9469
82406,2,2.9,208,0,21385
13166,5,2.7,102,0,19137
23101,2,3.7,209,0,26617
90543,3,1.9,130,0,7772
59223,3,1.8,245,1,22647
65406,5,1.1,119,1,9880
180168,8,2.5,143,2,9186
68049,8,2.1,109,1,11635
77693,2,2.5,119,0,21568
326936,8,1.2,210,1,5110
42206,4,2.2,171,2,16638
28042,3,2.1,196,1,20661
66135,2,2.1,90,4,8140
66655,3,1.5,179,0,15863
33904,12,2.8,106,0,15189
23797,5,3.4,89,1,18038
246937,4,1.2,160,3,5991
61622,3,2.5,160,0,26234
29360,19,1.0,152,1,6962
93074,9,2.5,182,3,14010
45415,2,1.0,189,1,16711
41067,3,1.6,216,3,24746
72663,3,1.1,96,1,16467
19844,4,1.8,217,1,24499
62745,2,2.6,234,1,27186
187038,5,1.0,133,1,1500
67936,10,1.7,74,1,6734
37671,2,1.6,87,2,17247
34372,2,3.1,129,1,22859
36781,3,2.3,240,2,26213
41036,3,1.2,150,1,16162
37629,14,1.7,122,3,10517
93098,8,3.1,119,0,17085
14570,7,2.5,90,2,19057
89625,3,1.4,189,0,15981
37579,3,1.8,145,0,18624
63822,1,1.8,244,2,18887
22272,7,1.6,178,0,17212
124248,6,1.0,187,3,10681
117236,9,1.5,139,1,13134
95962,3,3.0,100,0,13657
16977,4,1.7,110,2,21726
87586,4,1.9,88,1,11975
65081,7,2.1,190,2,18870
15935,1,3.6,132,0,25990
48194,6,2.0,192,1,16490
63270,4,2.8,156,1,25382
72348,2,1.6,136,2,16292
55496,1,1.8,97,0,22782
60105,4,2.0,163,1,19033
137520,10,1.5,140,1,6995
115638,12,1.9,190,1,7747
6588,5,2.6,117,2,18067
39253,14,1.4,177,0,14937
43684,4,2.0,223,0,19590
14379,7,2.5,162,0,16644
52361,3,1.4,185,1,16540
117492,3,2.8,175,4,12578
22911,2,2.1,235,1,21107
62036,1,1.9,166,1,25526
25820,9,1.0,181,2,15385
30627,3,1.7,148,1,18644
137885,2,2.3,115,1,5744
33530,2,3.2,95,2,17142
67747,3,2.4,207,4,17629
13228,12,2.8,104,3,10208
180524,15,1.2,183,1,1500
74746,1,1.9,168,0,26593
43141,3,2.9,191,0,25587
73341,2,1.4,126,0,16894
18272,8,2.7,114,1,18318
112170,5,2.5,167,2,15464
39073,3,2.2,136,1,18433
42495,4,1.8,94,0,18416
34746,3,1.3,237,1,21927
32648,11,3.2,114,1,15665
79719,6,2.4,105,1,14472
58637,6,2.2,139,2,14949
77359,0,1.7,206,1,22900
48719,4,2.0,60,1,19631
70209,15,2.1,202,0,9842
36563,9,2.3,108,2,12221
233470,1,2.5,161,1,16421
16357,3,1.5,119,1,19865
118498,2,1.0,239,1,8318
127712,12,2.1,155,3,4623
26997,5,1.0,118,3,14519
233395,2,1.8,136,3,1500
98404,4,1.6,154,2,14875
96741,0,2.3,157,1,12624
49991,2,3.4,169,2,22150
42105,4,1.0,149,2,15098
42336,7,3.6,88,1,20041
64432,1,1.8,134,2,20654
130722,3,2.2,177,2,12836
55654,8,1.0,119,1,15780
25899,1,2.7,180,0,27474
87299,5,2.0,151,1,11131
93414,4,2.0,140,4,13142
77517,12,1.0,203,3,10015
82606,3,2.1,71,1,10746
40552,4,2.6,119,1,23160
25583,7,1.8,205,1,16516
26695,2,2.8,232,0,24909
15602,3,2.8,252,2,25832
57864,3,1.6,152,3,16495
46239,4,3.1,170,1,27239
36026,7,2.0,186,3,14170
6192,6,2.0,207,4,19069
20473,2,2.1,164,1,20247
107429,4,2.0,191,0,14398
30784,10,1.0,170,2,8076
63096,2,1.9,173,2,15720
18518,4,1.0,108,0,20257
134200,3,3.1,135,1,14030
44319,4,3.1,126,0,24917
60055,1,2.6,96,1,28463
249707,10,1.8,75,1,1500
141705,2,1.3,130,2,5747
39553,8,1.5,138,1,12116
32362,3,3.4,154,0,29015
39031,3,1.5,175,0,19149
70047,9,1.0,158,1,10452
45539,8,2.7,138,0,24740
37172,5,3.1,108,0,16424
136902,7,3.2,189,2,11615
45254,3,2.7,145,1,20454
245171,4,2.8,130,1,14757
52235,3,2.0,141,1,19344
171051,7,1.0,117,0,1919
62951,2,2.0,126,2,16067
96189,10,2.4,124,1,6352
29518,3,1.9,137,0,22419
26966,4,1.9,179,0,21203
67629,7,1.3,168,1,12632
97927,4,1.3,219,2,13998
50421,3,3.3,204,1,27044
19920,4,3.3,238,2,31340
18917,7,2.0,175,0,15988
18051,3,2.2,174,3,24005
14223,4,1.3,128,1,18558
52925,4,2.4,187,0,16549
107745,7,3.2,120,1,10544
48562,4,1.0,83,0,18825
10073,13,2.3,218,0,18673
42893,4,2.4,93,0,16367
43740,3,2.4,169,2,18039
212606,4,3.1,110,1,9344
17676,2,3.4,200,5,25905
37291,2,1.8,206,2,19609
161796,3,2.5,173,0,6809
67170,8,2.1,206,2,16191
72716,4,1.6,150,0,16026
53114,3,2.2,250,1,23893
61756,9,2.5,183,1,17782
84484,11,2.2,109,1,6612
27815,9,1.4,153,0,11957
90639,2,1.7,143,1,4875
18749,3,1.7,138,1,24130
61688,13,1.4,75,0,8877
55554,5,2.2,167,2,13205
31843,3,2.3,87,1,18296
48248,6,2.7,60,0,17895
31704,8,1.4,134,4,10696
23151,3,1.6,115,1,22763
38271,5,3.1,111,0,19371
22633,7,1.9,60,1,11905
61448,2,2.0,111,1,19399
21915,4,1.9,142,1,18185
80691,2,2.8,121,2,14966
21438,2,2.8,167,3,25559
32977,3,2.8,212,0,26695
31658,5,2.0,173,0,11535
123946,3,1.4,196,0,8670
61771,3,3.3,199,0,26864
42268,4,2.6,104,3,16710
69501,2,1.7,169,1,18187
11214,5,3.0,194,0,29973
47562,8,1.6,130,2,12572
198443,4,3.0,114,1,16626
53779,3,3.0,173,2,26441
51407,5,1.4,83,2,7718
71947,1,2.4,101,2,20195
91759,6,2.5,119,0,20217
12109,28,3.8,170,2,17248
15098,4,1.5,159,2,26683
56795,4,3.0,196,0,23287
29720,7,2.0,108,1,18732
122812,12,1.1,106,2,2221
39315,8,1.9,173,1,15371
12655,1,2.0,114,1,25520
20178,6,1.3,122,3,10881
7152,20,2.2,66,2,8768
41610,6,2.7,163,3,19602
42964,2,2.2,219,1,17050
36420,5,1.6,103,1,12093
104319,2,1.9,195,0,14156
113432,9,2.0,147,2,12888
43509,2,2.2,70,2,16493
11000,4,2.8,109,2,23959
75515,2,2.2,106,0,19185
72312,3,1.0,135,3,17944
60874,10,1.6,168,1,7474
97444,4,2.1,233,4,13716
21690,3,2.8,85,1,21363
200011,2,2.9,128,1,9829
25044,1,3.2,109,0,19995
82822,2,2.1,92,2,9616
15045,4,2.5,154,1,26078
25560,8,1.0,150,2,14532
141698,3,2.3,68,1,7492
40838,11,1.2,150,2,5332
88251,2,2.0,95,1,15671
57865,3,4.1,150,0,22679
45548,2,2.2,207,3,21912
127350,8,1.4,170,1,10046
41536,15,2.3,157,0,7921
14093,1,1.6,126,0,27831
27937,3,1.3,153,0,20683
72101,9,3.5,175,1,17861
64657,1,2.7,170,1,28089
16367,6,2.2,145,0,17033
29524,9,1.7,159,2,15817
32623,4,1.8,90,1,15510
37955,6,3.1,116,2,19159
18710,12,2.2,181,2,15417
31575,14,1.0,187,1,7241
29435,4,3.7,154,0,23789
84126,3,2.1,216,1,21019
86369,2,2.2,172,3,12656
44264,8,2.8,139,1,17497
37256,1,2.3,95,0,22504
54065,3,2.5,214,0,25018
27678,4,1.7,184,0,16581
21965,3,1.1,230,2,17599
25383,5,2.2,247,2,21276
31433,20,3.0,92,2,16417
21710,4,1.5,92,1,16167
54909,3,1.5,60,3,13016
81699,8,2.9,191,1,16084
16139,5,1.7,179,1,23374
49890,10,1.7,154,1,12725
42026,4,1.7,94,1,21480
62258,3,2.0,145,1,21846
48578,1,1.0,158,1,17441
17720,1,1.6,185,1,23677
20258,1,2.2,162,1,21119
50040,5,2.2,179,2,13565
100724,1,2.8,144,2,14624
10405,9,3.3,203,2,20685
62442,4,3.1,178,1,25941
112728,3,2.6,96,2,12219
44041,2,1.9,212,1,24409
72051,6,1.6,205,3,16279
29966,2,2.0,170,1,18409
45091,2,2.4,162,1,20331
15762,9,2.6,224,0,20441
9499,5,2.4,76,1,10000
94839,3,1.9,205,1,14258
24600,6,2.6,128,2,19885
35636,4,2.9,199,2,23650
18573,5,2.6,155,4,17671
18270,2,2.0,94,2,15465
43404,15,1.4,127,2,9227
29416,3,1.4,195,2,18581
63868,11,1.5,140,0,10927
67290,4,2.2,122,1,18647
61364,7,2.4,121,1,13456
57931,6,1.0,178,0,11556
147921,8,1.6,228,0,14971
23218,2,2.2,60,2,13953
47171,8,1.4,276,0,16220
108324,13,2.3,159,2,10064
118797,3,1.8,176,1,11659
18119,4,1.5,130,5,11767
39393,3,2.0,149,2,16631
126840,3,2.3,158,3,7236
69958,12,1.4,102,1,6711
56200,2,1.8,113,1,14828
42092,2,2.3,203,1,22174
37471,11,1.5,80,1,7659
59979,6,1.0,169,3,11380
41082,15,1.0,133,2,6864
47581,3,1.7,106,0,17988
51793,4,1.1,238,0,19803
30495,3,1.8,107,2,16149
71146,4,3.2,99,1,21919
376988,1,1.0,141,3,6087
14130,6,1.8,115,0,17494
61501,5,3.5,150,3,20817
28792,4,2.3,156,1,18313
73436,3,1.7,160,2,18895
50644,2,1.9,144,0,25435
83558,6,2.3,118,0,10937
111619,2,3.2,178,0,15834
56088,6,1.6,144,0,12161
108275,15,1.5,127,0,4526
9499,10,1.0,216,1,12714
149240,1,2.1,144,2,13653
63738,3,1.0,199,2,19092
104244,5,1.7,205,2,12965
20870,4,1.4,207,1,21220
27404,1,2.8,181,0,24931
54293,5,1.6,149,0,16692
48439,4,2.3,147,2,17943
59763,14,1.0,139,2,6982
104732,3,2.1,60,1,7394
14247,9,1.2,182,2,13077
96923,2,1.7,161,1,8292
49305,2,3.5,187,0,25411
42503,6,2.7,144,1,20564
17504,8,1.9,179,0,18546
69712,2,4.2,88,0,21602
9046,4,1.4,97,1,16609
77178,1,2.8,60,2,23557
17249,4,1.0,143,0,19941
50889,7,1.8,115,1,13535
45097,3,1.1,109,3,16935
111154,3,2.2,165,2,11562
43258,2,2.0,130,3,13560
30154,3,1.8,85,2,16172
34385,12,2.8,264,1,15524
119493,4,1.6,148,1,16288
71353,2,2.2,101,0,10150
37423,3,2.6,119,1,23062
41543,1,1.0,142,0,22039
16366,2,1.5,142,0,21483
64339,10,2.0,208,1,9328
14301,4,2.4,146,2,25270
82971,13,3.0,233,1,16379
53639,4,1.8,130,6,14072
260632,4,1.8,169,1,10917
22695,6,1.4,195,0,9897
45621,0,2.2,203,1,25273
172611,5,1.8,209,1,5346
112867,4,1.8,137,2,15775
30111,10,1.9,149,1,13034
57341,7,2.4,60,2,11124
49089,2,1.6,141,0,16568
59716,9,1.5,199,1,20092
30059,3,2.3,190,1,20705
46049,2,1.0,146,2,16113
16016,5,1.6,226,0,17951
53883,3,1.2,132,1,17442
67172,11,2.8,117,1,13002
41806,5,1.7,128,1,11518
15826,5,1.6,99,1,19819
97926,7,2.0,178,2,15737
63270,8,1.6,162,2,16905
29489,7,1.7,177,2,16982
40278,10,2.1,131,4,10842
17146,6,1.7,147,1,15291
23913,4,1.7,60,0,14151
33642,9,1.3,166,1,12944
115831,4,1.2,154,1,14864
31330,4,2.0,100,0,17268
76737,12,2.2,145,3,6300
33630,11,1.0,138,0,8154
58312,4,2.5,229,0,25634
44401,3,2.5,102,1,24163
90322,10,2.7,164,1,11531
33712,7,2.2,100,3,7738
16305,5,2.4,124,0,18183
18631,3,3.5,162,1,30314
33782,5,1.8,140,1,15272
20448,4,1.3,149,1,19937
65326,3,1.0,164,1,16657
35382,4,3.2,127,1,24224
258389,5,3.2,189,1,10308
14524,3,1.4,136,2,17463
56530,7,1.5,145,0,14753
22257,9,1.8,166,1,17171
34704,8,2.9,160,1,17739
54121,3,1.1,178,1,14677
9626,7,1.0,164,3,16095
57859,4,3.5,171,2,23711
185727,2,2.2,135,3,4331
35688,6,2.3,101,0,16362
58798,4,1.9,85,0,17043
100452,21,2.3,74,2,3923
43705,10,1.0,229,0,9995
32641,6,1.4,60,0,10153
9966,5,2.1,203,0,20440
76779,4,1.0,113,1,22056
45287,2,1.8,203,0,22945
24127,1,1.7,60,2,19671
53563,2,1.8,139,1,21103
32579,4,1.6,215,0,15580
33863,1,1.3,182,2,20757
74937,3,1.0,134,1,19296
19208,3,2.1,62,0,19571
102040,3,1.8,90,1,9092
18427,3,1.0,212,0,19510
30825,3,2.0,134,0,17936
188350,12,1.8,146,1,1500
107920,6,1.7,162,1,14858
52487,3,1.0,91,1,19484
25377,4,2.5,168,3,27377
33843,4,1.1,131,1,14805
51600,2,2.0,163,3,16718
50325,2,1.4,123,0,14815
45999,8,1.7,79,0,10823
47974,3,2.8,130,0,20393
42189,2,2.4,178,1,19051
17865,4,2.8,167,1,28696
34147,4,2.2,151,2,16235
92989,1,2.3,190,2,16332
18810,4,1.0,140,2,21618
42929,7,1.8,152,3,14772
27616,5,1.8,128,3,16412
52994,17,2.9,193,0,12386
37345,9,1.6,163,3,12994
137885,10,2.2,124,4,3193
69885,24,2.2,82,2,7518
19569,7,2.8,199,0,27043
78421,4,1.9,116,1,15982
